,PORT NAME,STATE,Loaded InBound DOMESTIC,Empty InBound DOMESTIC,Loaded OutBound DOMESTIC,Empty OutBound DOMESTIC,Total DOMESTIC,Loaded InBound FOREIGN,Loaded OutBound  FOREIGN,Total OutBound  FOREIGN,Total Loaded Grand,Year
0,Los Angeles,CA,11776.5,0.0,130634.0,0.0,142410.5,4897579.07,1587302.85,6484881.92,6627292.42,2018
1,Long Beach,CA,31218.3,58504.95,185522.05,559.75,275805.05,4104052.21,1274929.59,5378981.8,5595722.15,2018
2,New York (NY and NJ),NY,26753.25,2479.8,27348.25,2479.8,59061.1,3755565.38,1472824.57,5228389.95,5282491.45,2018
3,Savannah,GA,0.0,0.0,0.0,0.0,0.0,2027371.08,1359487.02,3386858.1,3386858.1,2018
4,Houston,TX,0.0,0.0,0.0,0.0,0.0,1209367.71,1042277.63,2251645.34,2251645.34,2018
5,Port of Virginia,VA,4571.75,1647.65,6450.0,182.2,12851.6,1301880.96,892702.2,2194583.16,2205604.91,2018
6,Oakland,CA,25896.25,60636.75,90645.85,1602.0,178780.85,949730.14,746293.61,1696023.75,1812565.85,2018
7,Charleston,SC,0.0,0.0,0.0,0.0,0.0,1022114.56,780954.04,1803068.6,1803068.6,2018
8,Tacoma,WA,68048.95,74955.25,211942.55,1838.2,356784.95,766968.77,505190.63,1272159.4,1552150.9,2018
9,Seattle,WA,66871.75,144419.25,145019.1,15757.0,372067.1,702404.95,401049.01,1103453.96,1315344.81,2018
10,Honolulu,HI,490314.4,135103.55,304124.95,168881.8,1098424.7,25660.78,15611.55,41272.33,835711.68,2018
11,Miami,FL,0.0,0.0,0.0,0.0,0.0,456573.92,347175.58,803749.5,803749.5,2018
12,Port Everglades,FL,0.0,0.0,0.0,0.0,0.0,365823.58,429219.59,795043.17,795043.17,2018
13,Jacksonville,FL,54130.45,43049.45,349221.7,1231.35,447632.95,257498.34,113633.06,371131.4,774483.55,2018
14,Baltimore,MD,6450.0,182.2,4294.5,1235.15,12161.85,478038.96,224407.04,702446.0,713190.5,2018
15,San Juan,PR,369340.9,1493.6,67714.45,51222.45,489771.4,215844.07,38284.64,254128.71,691184.06,2018
16,New Orleans,LA,0.0,0.0,0.0,0.0,0.0,122776.09,277421.44,400197.53,400197.53,2018
17,Philadelphia,PA,4636.75,1181.15,4319.0,1593.65,11730.55,285511.7,82132.08,367643.78,376599.53,2018
18,Anchorage,AK,207434.55,1566.2,66763.2,73647.2,349411.15,10.5,0.0,10.5,274208.25,2018
19,Mobile,AL,0.0,0.0,0.0,0.0,0.0,142208.38,127427.44,269635.82,269635.82,2018
20,Wilmington,NC,0.0,0.0,0.0,0.0,0.0,114525.48,115215.74,229741.22,229741.22,2018
21,Boston,MA,0.0,0.0,0.0,0.0,0.0,144862.17,74472.87,219335.04,219335.04,2018
22,Wilmington,DE,0.0,0.0,0.0,0.0,0.0,177534.21,23516.51,201050.72,201050.72,2018
23,Gulfport,MS,0.0,0.0,0.0,0.0,0.0,79439.08,79712.08,159151.16,159151.16,2018
24,Palm Beach,FL,0.0,0.0,0.0,0.0,0.0,23522.35,113474.1,136996.45,136996.45,2018
25,Chester,PA,0.0,0.0,0.0,0.0,0.0,97031.62,37926.7,134958.32,134958.32,2018
26,Camden-Gloucester,NJ,13584.0,8173.0,20119.2,262.25,42138.45,68203.01,268.53,68471.54,102174.74,2018
27,Juneau,AK,69298.9,15325.15,22767.4,24494.95,131886.4,0.0,0.0,0.0,92066.3,2018
28,"Kahului, Maui",HI,74960.55,2883.85,14498.25,50880.05,143222.7,3.5,0.0,3.5,89462.3,2018
29,Ketchikan,AK,22214.2,7219.9,66801.45,48756.1,144991.65,0.0,0.0,0.0,89015.65,2018
30,Port Hueneme,CA,0.0,0.0,0.0,0.0,0.0,64747.83,19362.33,84110.16,84110.16,2018
31,Petersburg,AK,24293.0,9642.3,52829.35,23797.45,110562.1,0.0,0.0,0.0,77122.35,2018
32,Kawaihae Harbor,HI,55890.2,2359.55,17049.0,40312.65,115611.4,0.0,0.0,0.0,72939.2,2018
33,San Diego,CA,0.0,0.0,0.0,0.0,0.0,67046.83,2465.52,69512.35,69512.35,2018
34,Freeport,TX,0.0,0.0,0.0,0.0,0.0,32340.79,34389.01,66729.8,66729.8,2018
35,Tampa,FL,0.0,0.0,0.0,0.0,0.0,47479.06,5338.08,52817.14,52817.14,2018
36,Apra Harbor,GU,42937.25,6307.25,5233.75,2705.25,57183.5,0.0,0.0,0.0,48171.0,2018
37,"Nawiliwili, Kauai",HI,39105.95,2055.45,7727.1,25934.7,74823.2,0.0,0.0,0.0,46833.05,2018
38,Whittier,AK,32095.5,4421.75,7041.9,4461.7,48020.85,1128.76,0.0,1128.76,40266.16,2018
39,Hilo,HI,28725.85,3818.85,9214.6,9672.05,51431.35,0.0,0.0,0.0,37940.45,2018
40,Iliuliuk Harbor,AK,0.0,0.0,0.0,0.0,0.0,351.5,36781.0,37132.5,37132.5,2018
41,Dutch Harbor,AK,19418.95,8416.9,14067.05,12707.2,54610.1,0.0,0.0,0.0,33486.0,2018
42,Galveston,TX,0.0,0.0,0.0,0.0,0.0,16243.96,8098.11,24342.07,24342.07,2018
43,Port Manatee,FL,0.0,0.0,0.0,0.0,0.0,21974.08,1617.75,23591.83,23591.83,2018
44,Panama City,FL,0.0,0.0,0.0,0.0,0.0,15489.38,7055.43,22544.81,22544.81,2018
45,"Columbia River, Dalles-McNary",OR,21670.0,0.0,0.0,15956.0,37626.0,0.0,0.0,0.0,21670.0,2018
46,"Columbia River, Vancouver-Dalles",OR,0.0,15956.0,21670.0,0.0,37626.0,0.0,0.0,0.0,21670.0,2018
47,Other Alaskan Ports/Wtwys,AK,8279.15,9015.65,8457.0,7972.55,33724.35,93.0,737.13,830.13,17566.28,2018
48,Lynn Canal,AK,7618.5,3650.4,6656.65,14638.1,32563.65,0.0,0.0,0.0,14275.15,2018
49,Skagway,AK,11829.85,3447.75,2399.65,4053.3,21730.55,0.0,0.0,0.0,14229.5,2018
50,Sitka,AK,8997.4,3522.9,4832.65,5623.25,22976.2,0.0,0.0,0.0,13830.05,2018
51,Naknek River,AK,7314.8,6739.75,5337.9,3482.6,22875.05,0.0,0.0,0.0,12652.7,2018
52,Kodiak,AK,7185.25,1741.0,4693.0,4418.25,18037.5,0.0,480.0,480.0,12358.25,2018
53,Chatham Strait,AK,10458.1,1259.1,1635.5,9981.3,23334.0,0.0,0.0,0.0,12093.6,2018
54,Haines,AK,8484.35,952.8,3578.7,2926.75,15942.6,0.0,0.0,0.0,12063.05,2018
55,Fore River,ME,0.0,0.0,0.0,0.0,0.0,8099.27,8.99,8108.26,8108.26,2018
56,Prince of Wales Island,AK,4585.15,800.4,1649.6,3188.85,10224.0,0.0,0.0,0.0,6234.75,2018
57,Akutan Island,AK,1901.0,3380.0,4128.0,799.4,10208.4,0.0,0.0,0.0,6029.0,2018
58,Everett,WA,0.0,0.0,426.0,0.0,426.0,4540.29,293.75,4834.04,5260.04,2018
59,Wrangell,AK,2177.55,577.95,2599.1,1665.5,7020.1,0.0,0.0,0.0,4776.65,2018
60,Other Atlantic Ports/Wtwys,,0.0,0.0,0.0,0.0,0.0,3980.3,319.75,4300.05,4300.05,2018
61,Cordova,AK,1790.1,1513.85,2459.65,1128.55,6892.15,0.0,0.0,0.0,4249.75,2018
62,Newport News,VA,0.0,0.0,0.0,0.0,0.0,1286.3,2741.64,4027.94,4027.94,2018
63,Bethel,AK,3367.6,1020.05,576.5,1312.6,6276.75,0.0,0.0,0.0,3944.1,2018
64,Fernandina Beach,FL,0.0,0.0,0.0,0.0,0.0,91.0,3827.16,3918.16,3918.16,2018
65,Kake,AK,569.65,41.85,3343.8,1520.15,5475.45,0.0,0.0,0.0,3913.45,2018
66,Pensacola,FL,0.0,0.0,0.0,0.0,0.0,1797.28,1501.5,3298.78,3298.78,2018
67,Saipan,MP,3024.75,429.25,165.25,3238.5,6857.75,0.0,0.0,0.0,3190.0,2018
68,Salem River,NJ,0.0,0.0,0.0,0.0,0.0,260.8,2828.16,3088.96,3088.96,2018
69,Yakutat,AK,1879.3,153.95,783.25,1175.7,3992.2,0.0,0.0,0.0,2662.55,2018
70,Nome,AK,1788.15,214.3,845.6,557.5,3405.55,0.0,0.0,0.0,2633.75,2018
71,Kaumalapau Lanai,HI,2300.35,249.4,247.65,999.6,3797.0,0.0,0.0,0.0,2548.0,2018
72,Pacific Islands excl. Hawaii,OT,1527.7,0.0,131.0,898.0,2556.7,0.0,0.0,0.0,1658.7,2018
73,Other Hawaiian Islands Ports,HI,1100.95,218.25,393.45,563.0,2275.65,0.0,0.0,0.0,1494.4,2018
74,Other Pacific Ports/Wtwys,,0.0,0.0,0.0,0.0,0.0,593.44,206.5,799.94,799.94,2018
75,Other Gulf Coast Ports/Wtwys,,0.0,0.0,0.0,0.0,0.0,677.25,120.0,797.25,797.25,2018
76,Pacific Islands Under U.S. Trust,OT,600.75,32.0,60.0,446.0,1138.75,0.0,0.0,0.0,660.75,2018
77,Great Lakes Ports,,0.0,0.0,0.0,0.0,0.0,652.5,0.0,652.5,652.5,2018
78,Not Available,  ,0.0,0.0,0.0,0.0,0.0,529.5,0.0,529.5,529.5,2018
79,Los Angeles,CA,12486.25,0.0,141476.75,0.0,153963.0,4574531.58,1536798.46,6111330.04,6265293.04,2019
80,New York (NY and NJ),NY,37659.25,5822.05,41116.25,5823.25,90420.8,3739840.32,1423041.09,5162881.41,5241656.91,2019
81,Long Beach,CA,32569.0,50883.25,184202.95,841.0,268496.2,3723760.7,1268002.72,4991763.42,5208535.37,2019
82,Savannah,GA,0.0,0.0,0.0,0.0,0.0,2122529.3,1400477.02,3523006.32,3523006.32,2019
83,Houston,TX,0.0,0.0,0.0,0.0,0.0,1230684.24,1216770.1,2447454.34,2447454.34,2019
84,Port of Virginia,VA,13710.75,2117.1,10519.75,564.8,26912.4,1311541.91,871407.92,2182949.83,2207180.33,2019
85,Charleston,SC,0.0,0.0,0.0,0.0,0.0,1057526.33,796837.85,1854364.18,1854364.18,2019
86,Oakland,CA,21299.5,59740.2,89512.35,1848.35,172400.4,940085.52,799069.96,1739155.48,1849967.33,2019
87,Tacoma,WA,59698.85,81470.2,202116.45,1848.95,345134.45,750825.31,507346.55,1258171.86,1519987.16,2019
88,Seattle,WA,67944.1,154909.65,142362.7,16579.1,381795.55,543185.32,399293.97,942479.29,1152786.09,2019
89,Jacksonville,FL,128201.85,110761.75,384698.05,4555.4,628217.05,255973.38,108782.06,364755.44,877655.34,2019
90,Honolulu,HI,497064.55,141729.5,299542.55,165900.15,1104236.75,19710.34,16949.48,36659.82,833266.92,2019
91,Miami,FL,0.0,0.0,0.0,0.0,0.0,489802.15,341596.91,831399.06,831399.06,2019
92,San Juan,PR,434080.3,5088.4,181163.25,131711.25,752043.2,161274.07,44514.96,205789.03,821032.58,2019
93,Baltimore,MD,10515.75,564.8,10145.25,1603.9,22829.7,499604.08,220148.93,719753.01,740414.01,2019
94,Port Everglades,FL,0.0,0.0,0.0,0.0,0.0,306016.55,398084.65,704101.2,704101.2,2019
95,New Orleans,LA,0.0,0.0,0.0,0.0,0.0,136883.29,297304.11,434187.4,434187.4,2019
96,Philadelphia,PA,10145.25,1603.9,10249.75,2115.9,24114.8,300199.08,71535.16,371734.24,392129.24,2019
97,Mobile,AL,0.0,0.0,0.0,0.0,0.0,204254.63,132944.7,337199.33,337199.33,2019
98,Anchorage,AK,197995.6,1030.95,56022.1,82797.35,337846.0,276.51,909.0,1185.51,255203.21,2019
99,Wilmington,NC,0.0,0.0,0.0,0.0,0.0,120339.96,111603.39,231943.35,231943.35,2019
100,Boston,MA,0.0,0.0,0.0,0.0,0.0,145042.16,76486.2,221528.36,221528.36,2019
101,Wilmington,DE,0.0,0.0,0.0,0.0,0.0,186239.79,19625.53,205865.32,205865.32,2019
102,Camden-Gloucester,NJ,52961.4,20949.5,49382.25,533.0,123826.15,56691.02,63.75,56754.77,159098.42,2019
103,Gulfport,MS,0.0,0.0,0.0,0.0,0.0,81992.19,74248.7,156240.89,156240.89,2019
104,Palm Beach,FL,0.0,0.0,0.0,0.0,0.0,21046.17,123011.53,144057.7,144057.7,2019
105,Chester,PA,0.0,0.0,0.0,0.0,0.0,103561.23,37836.76,141397.99,141397.99,2019
106,"Kahului, Maui",HI,75982.9,3314.9,13632.5,53716.55,146646.85,0.0,0.0,0.0,89615.4,2019
107,Juneau,AK,64972.3,13349.0,21550.45,25277.55,125149.3,0.0,0.0,0.0,86522.75,2019
108,Ketchikan,AK,19717.35,7284.6,65381.45,48391.8,140775.2,15.75,0.0,15.75,85114.55,2019
109,Port Hueneme,CA,0.0,0.0,0.0,0.0,0.0,63045.5,16865.84,79911.34,79911.34,2019
110,Freeport,TX,0.0,0.0,0.0,0.0,0.0,28675.15,50969.45,79644.6,79644.6,2019
111,Petersburg,AK,23546.75,10337.3,51146.65,25109.1,110139.8,0.0,0.0,0.0,74693.4,2019
112,Kawaihae Harbor,HI,56636.1,2454.4,16359.2,41003.35,116453.05,0.0,0.0,0.0,72995.3,2019
113,San Diego,CA,0.0,0.0,0.0,0.0,0.0,68769.94,3920.0,72689.94,72689.94,2019
114,Tampa,FL,0.0,0.0,0.0,0.0,0.0,56483.52,8406.73,64890.25,64890.25,2019
115,Apra Harbor,GU,42412.0,8070.75,5349.5,2501.0,58333.25,0.0,0.0,0.0,47761.5,2019
116,Whittier,AK,35160.95,5107.7,7639.75,5446.3,53354.7,1211.03,0.0,1211.03,44011.73,2019
117,"Nawiliwili, Kauai",HI,35053.2,2540.7,7353.05,24775.5,69722.45,0.0,0.0,0.0,42406.25,2019
118,Port Manatee,FL,0.0,0.0,0.0,0.0,0.0,38664.77,535.51,39200.28,39200.28,2019
119,Iliuliuk Harbor,AK,16.0,3.2,0.0,0.0,19.2,279.5,36586.78,36866.28,36882.28,2019
120,Hilo,HI,28096.2,3873.7,8424.25,11268.8,51662.95,0.0,0.0,0.0,36520.45,2019
121,Dutch Harbor,AK,21013.25,11324.3,14348.7,15337.7,62023.95,0.0,0.0,0.0,35361.95,2019
122,Panama City,FL,0.0,0.0,0.0,0.0,0.0,17043.88,6407.67,23451.55,23451.55,2019
123,Galveston,TX,0.0,0.0,0.0,0.0,0.0,16238.24,6423.9,22662.14,22662.14,2019
124,Other Pacific Ports/Wtwys,,120.0,16214.0,21222.0,0.0,37556.0,1000.64,44.75,1045.39,22387.39,2019
125,Everett,WA,10.0,0.0,1872.0,0.0,1882.0,20043.2,0.0,20043.2,21925.2,2019
126,"Columbia River, Dalles-McNary",OR,21222.0,0.0,0.0,16214.0,37436.0,0.0,0.0,0.0,21222.0,2019
127,Skagway,AK,12322.15,4802.95,2303.95,4162.25,23591.3,0.0,0.0,0.0,14626.1,2019
128,Other Alaskan Ports/Wtwys,AK,7401.25,5715.9,5849.2,5268.1,24234.45,330.75,210.0,540.75,13791.2,2019
129,Sitka,AK,8803.8,3242.65,4937.25,5747.0,22730.7,0.0,0.0,0.0,13741.05,2019
130,Kodiak,AK,7689.0,724.0,5264.0,4080.0,17757.0,0.0,772.0,772.0,13725.0,2019
131,Naknek River,AK,7563.15,7897.95,5940.8,3097.3,24499.2,0.0,0.0,0.0,13503.95,2019
132,Chatham Strait,AK,10496.1,764.2,1778.65,10968.75,24007.7,0.0,0.0,0.0,12274.75,2019
133,Newport News,VA,0.0,0.0,0.0,0.0,0.0,7443.74,4699.14,12142.88,12142.88,2019
134,Lynn Canal,AK,5610.95,3785.6,6448.55,14869.55,30714.65,0.0,0.0,0.0,12059.5,2019
135,Haines,AK,8243.9,774.65,3578.4,2869.55,15466.5,0.0,0.0,0.0,11822.3,2019
136,Fore River,ME,0.0,0.0,0.0,0.0,0.0,10766.87,202.75,10969.62,10969.62,2019
137,Prince of Wales Island,AK,4552.15,1234.45,2600.9,3539.1,11926.6,0.0,0.0,0.0,7153.05,2019
138,Akutan Island,AK,1542.0,3214.0,3868.0,596.4,9220.4,0.0,0.0,0.0,5410.0,2019
139,Cordova,AK,1984.65,2152.45,3338.2,1146.2,8621.5,0.0,0.0,0.0,5322.85,2019
140,Wrangell,AK,2050.05,509.25,2579.75,1642.05,6781.1,0.0,0.0,0.0,4629.8,2019
141,Kake,AK,876.45,38.45,3610.65,1792.45,6318.0,0.0,0.0,0.0,4487.1,2019
142,Nome,AK,3329.75,532.85,1050.45,697.45,5610.5,0.0,0.0,0.0,4380.2,2019
143,Bethel,AK,3058.4,681.55,1044.1,1069.6,5853.65,0.0,0.0,0.0,4102.5,2019
144,Fernandina Beach,FL,0.0,0.0,0.0,0.0,0.0,140.81,3880.35,4021.16,4021.16,2019
145,False Pass,AK,486.6,1247.25,3472.55,2210.4,7416.8,0.0,0.0,0.0,3959.15,2019
146,Other Atlantic Ports/Wtwys,,0.0,0.0,0.0,0.0,0.0,3079.85,491.0,3570.85,3570.85,2019
147,Saipan,MP,3118.75,415.25,428.25,4022.5,7984.75,0.0,0.0,0.0,3547.0,2019
148,Kaumalapau Lanai,HI,2927.85,432.8,406.25,1390.25,5157.15,0.0,0.0,0.0,3334.1,2019
149,Salem River,NJ,0.0,0.0,0.0,0.0,0.0,325.55,2801.24,3126.79,3126.79,2019
150,Pacific Islands Under U.S. Trust,OT,2663.25,174.0,398.0,2744.25,5979.5,0.0,0.0,0.0,3061.25,2019
151,Humboldt,AK,119.2,1421.85,2778.2,1026.6,5345.85,0.0,0.0,0.0,2897.4,2019
152,Other Gulf Coast Ports/Wtwys,,0.0,0.0,0.0,0.0,0.0,503.06,2163.19,2666.25,2666.25,2019
153,Yakutat,AK,1751.25,184.4,622.3,1096.35,3654.3,0.0,0.0,0.0,2373.55,2019
154,Pacific Islands excl. Hawaii,OT,1637.1,127.4,29.0,396.0,2189.5,0.0,0.0,0.0,1666.1,2019
155,Other Hawaiian Islands Ports,HI,1081.35,170.0,363.2,593.5,2208.05,5.25,0.0,5.25,1449.8,2019
156,Great Lakes Ports,,0.0,0.0,0.0,0.0,0.0,1023.52,2.0,1025.52,1025.52,2019
157,Not Available,  ,0.0,0.0,0.0,0.0,0.0,683.2,314.0,997.2,997.2,2019
158,"Other Columbia Riv (OR,WA,ID)",OR,0.0,0.0,120.0,0.0,120.0,0.0,0.0,0.0,120.0,2019
159,Mayaguez,PR,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,3.5,2019
160,Los Angeles,CA,3406.5,0.0,43226.25,0.0,46632.75,5027888.46,1376074.68,6403963.14,6450595.89,2020
161,Long Beach,CA,43923.1,36695.75,264477.55,1969.45,347065.85,4228027.86,1155381.41,5383409.27,5691809.92,2020
162,New York (NY and NJ),NY,0.0,0.0,0.0,0.0,0.0,4185679.42,1253379.7,5439059.12,5439059.12,2020
163,Savannah,GA,0.0,0.0,0.0,0.0,0.0,2364792.03,1336504.92,3701296.95,3701296.95,2020
164,Houston,TX,0.0,0.0,0.0,0.0,0.0,1342994.23,1184512.14,2527506.37,2527506.37,2020
165,Port of Virginia,VA,150.0,0.0,301.0,0.0,451.0,1319520.1,852312.42,2171832.52,2172283.52,2020
166,Oakland,CA,20210.65,59175.1,85147.0,1158.25,165691.0,1014878.56,795768.66,1810647.22,1916004.87,2020
167,Charleston,SC,0.0,0.0,0.0,0.0,0.0,1084466.57,736680.99,1821147.56,1821147.56,2020
168,Tacoma,WA,95319.35,134204.25,307930.5,1229.5,538683.6,709621.96,413819.3,1123441.26,1526691.11,2020
169,Seattle,WA,53038.8,127024.3,121951.15,15262.8,317277.05,618342.49,357815.54,976158.03,1151147.98,2020
170,San Juan Harbor,PR,495729.6,4398.95,157418.05,166263.45,823810.05,206326.65,42831.45,249158.1,902305.75,2020
171,Jacksonville,FL,109373.55,143941.85,446831.1,3924.7,704071.2,224938.03,100937.85,325875.88,882080.53,2020
172,Miami,FL,0.0,0.0,0.0,0.0,0.0,504248.72,295371.45,799620.17,799620.17,2020
173,Honolulu,HI,471539.1,133035.45,280134.7,146886.45,1031595.7,19268.05,14070.75,33338.8,785012.6,2020
174,Baltimore,MD,301.0,0.0,158.0,0.0,459.0,524197.03,205329.45,729526.48,729985.48,2020
175,Port Everglades,FL,0.0,0.0,0.0,0.0,0.0,302291.45,321385.4,623676.85,623676.85,2020
176,Philadelphia,PA,158.0,0.0,150.0,0.0,308.0,435358.39,95273.49,530631.88,530939.88,2020
177,New Orleans,LA,0.0,0.0,0.0,0.0,0.0,142897.64,277447.11,420344.75,420344.75,2020
178,Anchorage,AK,289923.1,1454.8,92081.4,121343.2,504802.5,105.0,0.0,105.0,382109.5,2020
179,Mobile,AL,0.0,0.0,0.0,0.0,0.0,221338.43,132666.2,354004.63,354004.63,2020
180,Wilmington,NC,0.0,0.0,0.0,0.0,0.0,126585.7,104866.79,231452.49,231452.49,2020
181,Wilmington,DE,0.0,0.0,0.0,0.0,0.0,196269.03,18188.36,214457.39,214457.39,2020
182,Boston,MA,0.0,0.0,0.0,0.0,0.0,143510.0,69452.68,212962.68,212962.68,2020
183,South Jersey Port District,NJ,48044.5,22321.6,48898.5,474.25,119738.85,62593.05,1524.75,64117.8,161060.8,2020
184,Gulfport,MS,0.0,0.0,0.0,0.0,0.0,79059.48,58477.96,137537.44,137537.44,2020
185,Palm Beach,FL,0.0,0.0,0.0,0.0,0.0,21536.02,98146.35,119682.37,119682.37,2020
186,Port Hueneme,CA,0.0,0.0,0.0,0.0,0.0,88143.4,12109.96,100253.36,100253.36,2020
187,Tampa,FL,0.0,0.0,0.0,0.0,0.0,76728.83,10256.19,86985.02,86985.02,2020
188,Juneau,AK,65144.25,8050.45,20003.9,20471.85,113670.45,0.0,0.0,0.0,85148.15,2020
189,Ketchikan,AK,21247.25,6757.3,60863.65,42323.35,131191.55,4.0,0.0,4.0,82114.9,2020
190,Freeport,TX,0.0,0.0,0.0,0.0,0.0,33201.55,48685.86,81887.41,81887.41,2020
191,San Diego,CA,0.0,0.0,0.0,0.0,0.0,73503.79,3051.49,76555.28,76555.28,2020
192,Kawaihae Harbor,HI,60408.6,1928.8,15805.9,42231.4,120374.7,0.0,0.0,0.0,76214.5,2020
193,"Kahului, Maui",HI,64789.1,2551.25,10621.15,49395.15,127356.65,0.0,0.0,0.0,75410.25,2020
194,Petersburg,AK,23199.2,7479.7,48644.3,23708.6,103031.8,0.0,0.0,0.0,71843.5,2020
195,Port Manatee,FL,0.0,0.0,0.0,0.0,0.0,50536.69,381.51,50918.2,50918.2,2020
196,Apra Harbor,GU,43739.0,6767.0,5243.75,3620.25,59370.0,0.0,0.0,0.0,48982.75,2020
197,"Portland, OR",OR,0.0,0.0,0.0,0.0,0.0,21533.64,20156.76,41690.4,41690.4,2020
198,Galveston,TX,0.0,0.0,0.0,0.0,0.0,19259.27,20687.4,39946.67,39946.67,2020
199,"Nawiliwili, Kauai",HI,29906.45,2096.95,6848.45,22410.85,61262.7,0.0,0.0,0.0,36754.9,2020
200,Panama City,FL,0.0,0.0,0.0,0.0,0.0,25537.81,5632.24,31170.05,31170.05,2020
201,Iliuliuk Harbor,AK,0.0,0.8,13.0,1.4,15.2,261.25,30486.36,30747.61,30760.61,2020
202,Whittier,AK,23831.05,3661.45,3501.3,1905.1,32898.9,610.76,0.0,610.76,27943.11,2020
