ID;Status;Uptime;Country;Location;Ships;Distinct;Contributor;ships_rel;cum_ships_rel;dist_rel;
3024;;100 %; Japan;Katsuura, Chiba;84;84; ;0,09 %;79,25 %;0,32 %;76,00 %
2813;;100 %; Canada;Vancouver;84;4; ;0,09 %;79,34 %;0,02 %;76,02 %
2720;;100 %; Spain;Vigo Bay;84;23; ;0,09 %;79,43 %;0,09 %;76,11 %
2899;;100 %; Germany;Berlin;82;60; ;0,09 %;79,51 %;0,23 %;76,33 %
2511;;100 %; South Africa;Cape Town;81;20; ;0,08 %;79,60 %;0,08 %;76,41 %
2697;;100 %; United States of America;Bremerton, WA;80;10; ;0,08 %;79,68 %;0,04 %;76,45 %
2463;;100 %; Canada;Prince Rupert;80;1; ;0,08 %;79,77 %;0,00 %;76,45 %
2344;;100 %; Slovenia;Koper;80;5; ;0,08 %;79,85 %;0,02 %;76,47 %
3589;;100 %; Norway;Tomasjord;79;0; ;0,08 %;79,93 %;0,00 %;76,47 %
3473;;100 %; Netherlands;Breskens;79;0; ;0,08 %;80,02 %;0,00 %;76,47 %
2593;;100 %; Canada;Prince Rupert;79;0; ;0,08 %;80,10 %;0,00 %;76,47 %
3593;;100 %; Germany;Rostock;79;50; ;0,08 %;80,18 %;0,19 %;76,66 %
3526;;100 %; United Arab Emirates;Abu Dhabi;79;36; ;0,08 %;80,27 %;0,14 %;76,80 %
2422;;100 %; Australia;Collaroy Plateau;79;58; ;0,08 %;80,35 %;0,22 %;77,02 %
2812;;100 %; United States of America;San Francisco;79;65; ;0,08 %;80,43 %;0,25 %;77,26 %
2648;;100 %; United Kingdom;London;78;4; ;0,08 %;80,51 %;0,02 %;77,28 %
3423;;100 %; Germany;Oldendorf;77;19; ;0,08 %;80,59 %;0,07 %;77,35 %
2180;;100 %; France;Rouen;77;0; ;0,08 %;80,67 %;0,00 %;77,35 %
2365;;100 %; New Zealand;Auckland;77;5;;0,08 %;80,76 %;0,02 %;77,37 %
2180;;100 %; France;Rouen;77;0; ;0,08 %;80,84 %;0,00 %;77,37 %
3423;;100 %; Germany;Oldendorf;77;19; ;0,08 %;80,92 %;0,07 %;77,44 %
2892;;100 %; Netherlands;Duiven;76;21; ;0,08 %;81,00 %;0,08 %;77,52 %
3147;;100 %; Norway;Tromsø;76;0; ;0,08 %;81,08 %;0,00 %;77,52 %
3258;;53 %; Viet Nam;Haiphong;76;5; ;0,08 %;81,16 %;0,02 %;77,54 %
2655;;100 %; Netherlands;Sliedrecht;75;44; ;0,08 %;81,23 %;0,17 %;77,71 %
2586;;100 %; Norway;Jeloy, Moss;75;0; ;0,08 %;81,31 %;0,00 %;77,71 %
2825;;100 %; United Kingdom;Alton;75;11; ;0,08 %;81,39 %;0,04 %;77,75 %
2791;;100 %; United States of America;Florida, Tampa;75;54; ;0,08 %;81,47 %;0,20 %;77,95 %
2137;;100 %; Germany;Bremen;75;3; ;0,08 %;81,55 %;0,01 %;77,96 %
2701;;100 %; Australia;O'Connor;74;58; ;0,08 %;81,63 %;0,22 %;78,18 %
2959;;100 %; Spain;Valencia;73;0; ;0,08 %;81,70 %;0,00 %;78,18 %
2804;;100 %; Norway;Oslo;73;2; ;0,08 %;81,78 %;0,01 %;78,19 %
2279;;98 %; Australia;Minyama Sunshine Coast QLD;73;58; ;0,08 %;81,86 %;0,22 %;78,41 %
2537;;100 %; United States of America;Savannah, Georgia;72;23; ;0,08 %;81,93 %;0,09 %;78,50 %
3077;;100 %; Germany;Kiel;72;0; ;0,08 %;82,01 %;0,00 %;78,50 %
2289;;98 %; France;Six Fours Les Plages;72;71; ;0,08 %;82,08 %;0,27 %;78,77 %
2741;;100 %; United States of America;Stanford;72;7; ;0,08 %;82,16 %;0,03 %;78,80 %
3176;;100 %; Sweden;Näsudden Ingarö;72;6; ;0,08 %;82,23 %;0,02 %;78,82 %
2135;;100 %; United States of America;Wilmington, CA;72;0; ;0,08 %;82,31 %;0,00 %;78,82 %
2821;;100 %; Canada;Burnaby;71;0; ;0,07 %;82,38 %;0,00 %;78,82 %
3287;;100 %; Netherlands;Renesse;71;5; ;0,07 %;82,46 %;0,02 %;78,84 %
2347;;100 %; Netherlands;The Hague;71;0; ;0,07 %;82,53 %;0,00 %;78,84 %
2277;;100 %; United States of America;Dania Beach - Florida;71;6; ;0,07 %;82,61 %;0,02 %;78,86 %
2652;;100 %; Germany;Hamburg;70;0; ;0,07 %;82,68 %;0,00 %;78,86 %
2379;;100 %; Netherlands;Zeist;70;27;QPS;0,07 %;82,75 %;0,10 %;78,96 %
3939;;100 %; France;Nice;70;3; ;0,07 %;82,83 %;0,01 %;78,97 %
3193;;100 %; United Kingdom;Aberdeenshire;70;35; ;0,07 %;82,90 %;0,13 %;79,11 %
3141;;100 %; Netherlands;Harkstede;69;29; ;0,07 %;82,97 %;0,11 %;79,22 %
3845;;100 %; United States of America;Bellingham, WA;69;48; ;0,07 %;83,05 %;0,18 %;79,40 %
2380;;100 %; Finland;Helsinki;69;23; ;0,07 %;83,12 %;0,09 %;79,49 %
3842;;100 %; United Kingdom;Brighton;69;38; ;0,07 %;83,19 %;0,14 %;79,63 %
3544;;100 %; Sweden;Gothenburg;69;0; ;0,07 %;83,26 %;0,00 %;79,63 %
3721;;100 %; Norway;Bergen;68;4; ;0,07 %;83,33 %;0,02 %;79,64 %
3840;;100 %; Denmark;Røsnæs Fyr;68;51; ;0,07 %;83,41 %;0,19 %;79,84 %
3152;;96 %; Belgium;Zeebrugge;68;40;Citymesh;0,07 %;83,48 %;0,15 %;79,99 %
2199;;100 %; United States of America;Vicksburg;68;68; ;0,07 %;83,55 %;0,26 %;80,25 %
3457;;100 %; United States of America;Stephensville, Louisiana;68;56; ;0,07 %;83,62 %;0,21 %;80,46 %
2716;;100 %; United Kingdom;Gosport;68;4; ;0,07 %;83,69 %;0,02 %;80,47 %
2116;;100 %; United States of America;Eastport, Annapolis, MD;67;32; ;0,07 %;83,76 %;0,12 %;80,60 %
3809;;100 %; United States of America;Norfolk VA;67;19; ;0,07 %;83,83 %;0,07 %;80,67 %
2719;;100 %; Lithuania;Klaipeda;67;67; ;0,07 %;83,90 %;0,25 %;80,92 %
2771;;100 %; Netherlands;West-Terschelling;66;36;Maritime Institute Willem Barentsz;0,07 %;83,97 %;0,14 %;81,06 %
3136;;100 %; Norway;Bergen;66;2; ;0,07 %;84,04 %;0,01 %;81,07 %
3143;;100 %; United States of America;Houston, Texas;66;32; ;0,07 %;84,11 %;0,12 %;81,19 %
3674;;100 %; United States of America;Seattle, WA;66;0; ;0,07 %;84,18 %;0,00 %;81,19 %
3497;;100 %; Denmark;Rødby;66;3; ;0,07 %;84,25 %;0,01 %;81,20 %
3004;;92 %; Slovenia;Izola;65;5; ;0,07 %;84,32 %;0,02 %;81,22 %
2043;;95 %; Poland;Szczecin-Golecin;64;35;Advanced Technology Engineering;0,07 %;84,38 %;0,13 %;81,35 %
2273;;98 %; Netherlands;Rotterdam;64;0;;0,07 %;84,45 %;0,00 %;81,35 %
2043;;95 %; Poland;Szczecin-Golecin;64;35;Advanced Technology Engineering;0,07 %;84,52 %;0,13 %;81,48 %
2922;;100 %; Spain;Alcaidesa;64;40; ;0,07 %;84,58 %;0,15 %;81,63 %
2273;;98 %; Netherlands;Rotterdam;64;0; ;0,07 %;84,65 %;0,00 %;81,63 %
2764;;100 %; Norway;Skudeneshavn;63;5; ;0,07 %;84,72 %;0,02 %;81,65 %
2165;;100 %; Germany;Hamburg;63;3; ;0,07 %;84,78 %;0,01 %;81,67 %
2653;;100 %; France;La Rochelle;63;36; ;0,07 %;84,85 %;0,14 %;81,80 %
2189;;100 %; Italy;Milazzo;63;49; ;0,07 %;84,92 %;0,19 %;81,99 %
3156;;100 %; Greece;Athens;63;0; ;0,07 %;84,98 %;0,00 %;81,99 %
2020;;100 %; United Kingdom;Liverpool;63;0;www.shipais.com;0,07 %;85,05 %;0,00 %;81,99 %
3347;;100 %; Netherlands;Krimpen aan den IJssel;63;3; ;0,07 %;85,11 %;0,01 %;82,00 %
2573;;100 %; Italy;Venice;63;21; ;0,07 %;85,18 %;0,08 %;82,08 %
3987;;100 %; Belgium;Wenduine;63;6; ;0,07 %;85,25 %;0,02 %;82,10 %
2695;;100 %; Finland;Turku;62;22; ;0,07 %;85,31 %;0,08 %;82,18 %
3574;;100 %; Spain;Vigo;62;2; ;0,07 %;85,38 %;0,01 %;82,19 %
3653;;93 %; Greece;Aegina Island;62;1; ;0,07 %;85,44 %;0,00 %;82,20 %
3175;;95 %; United Kingdom;Tangmere;61;16; ;0,06 %;85,51 %;0,06 %;82,26 %
2949;;100 %; Norway;Bergen;61;0; ;0,06 %;85,57 %;0,00 %;82,26 %
3711;;100 %; Australia;Cairns;61;59; ;0,06 %;85,63 %;0,22 %;82,48 %
2282;;100 %; United States of America;Seattle;61;6; ;0,06 %;85,70 %;0,02 %;82,50 %
2262;;95 %; Sweden;Karlskrona;61;61; ;0,06 %;85,76 %;0,23 %;82,73 %
2113;;100 %; Saudi Arabia;Tabuk;61;59; ;0,06 %;85,83 %;0,22 %;82,96 %
3271;;100 %; Spain;Torrevieja;60;30; ;0,06 %;85,89 %;0,11 %;83,07 %
2115;;100 %; United Kingdom;London;60;0; ;0,06 %;85,95 %;0,00 %;83,07 %
2313;;100 %; United Kingdom;Broadstairs, Kent;59;0; ;0,06 %;86,01 %;0,00 %;83,07 %
2111;;100 %; Turkey;Göcek;59;47; ;0,06 %;86,08 %;0,18 %;83,25 %
2590;;100 %; Netherlands;Breda;59;18; ;0,06 %;86,14 %;0,07 %;83,32 %
2762;;99 %; Singapore;Singapore;59;1; ;0,06 %;86,20 %;0,00 %;83,32 %
2247;;100 %; United States of America;Hanover, Maryland ;59;10; ;0,06 %;86,26 %;0,04 %;83,36 %
3149;;100 %; Germany;Bremerhaven;59;0; ;0,06 %;86,32 %;0,00 %;83,36 %
2796;;100 %; Canada;Victoria;58;1; ;0,06 %;86,38 %;0,00 %;83,36 %
2995;;100 %; Australia;Kingston;58;4; ;0,06 %;86,44 %;0,02 %;83,38 %
2206;;100 %; United Kingdom;Cleethorpes;58;0; ;0,06 %;86,51 %;0,00 %;83,38 %
2058;;91 %; Denmark;Humlebaek;57;0; ;0,06 %;86,56 %;0,00 %;83,38 %
2070;;100 %; Australia;Nelson Bay, NSW;57;29; ;0,06 %;86,62 %;0,11 %;83,49 %
2094;;100 %; Netherlands;Helmond;57;0; ;0,06 %;86,68 %;0,00 %;83,49 %
3032;;99 %; Spain;Badalona;57;11; ;0,06 %;86,74 %;0,04 %;83,53 %
2571;;100 %; Netherlands;Leens;57;0; ;0,06 %;86,80 %;0,00 %;83,53 %
2684;;96 %; Norway;Oslo, Frognerkilen;56;29; ;0,06 %;86,86 %;0,11 %;83,64 %
3145;;100 %; Canada;Vancouver;56;2; ;0,06 %;86,92 %;0,01 %;83,65 %
3447;;96 %; Sweden;Helsingborg;56;4; ;0,06 %;86,98 %;0,02 %;83,66 %
3417;;100 %; Sweden;Sodra Bjorkfjarden;56;32; ;0,06 %;87,04 %;0,12 %;83,78 %
2394;;100 %; Italy;Livorno;56;0; ;0,06 %;87,10 %;0,00 %;83,78 %
2160;;100 %; Norway;Bergen;56;29; ;0,06 %;87,16 %;0,11 %;83,89 %
2403;;100 %; Germany;Stadersand;56;4; ;0,06 %;87,22 %;0,02 %;83,91 %
3130;;100 %; Denmark;Lunderskov;56;7; ;0,06 %;87,27 %;0,03 %;83,94 %
2073;;100 %; United Kingdom;Felixstowe ;55;7; ;0,06 %;87,33 %;0,03 %;83,96 %
2775;;0 %; Netherlands;Franeker;55;3; ;0,06 %;87,39 %;0,01 %;83,97 %
2589;;100 %; Norway;Asker;54;28; ;0,06 %;87,45 %;0,11 %;84,08 %
3487;;100 %; United States of America;Friday Harbor;54;4; ;0,06 %;87,50 %;0,02 %;84,10 %
2095;;100 %; United Kingdom;Southampton;54;6;;0,06 %;87,56 %;0,02 %;84,12 %
3031;;99 %; Malta;Malta Freeport;54;51; ;0,06 %;87,62 %;0,19 %;84,31 %
2095;;100 %; United Kingdom;Southampton;54;6; ;0,06 %;87,67 %;0,02 %;84,33 %
3487;;100 %; United States of America;Friday Harbor;54;4; ;0,06 %;87,73 %;0,02 %;84,35 %
2589;;100 %; Norway;Asker;54;28; ;0,06 %;87,79 %;0,11 %;84,46 %
3174;;100 %; United Kingdom;Higham, Kent;53;0; ;0,06 %;87,84 %;0,00 %;84,46 %
2059;;100 %; Portugal;Azores;53;7; ;0,06 %;87,90 %;0,03 %;84,48 %
3099;;100 %; Netherlands;Espel;53;1; ;0,06 %;87,95 %;0,00 %;84,49 %
2290;;100 %; Greece;Athens;53;16; ;0,06 %;88,01 %;0,06 %;84,55 %
2782;;100 %; Netherlands;Sneek;53;49; ;0,06 %;88,06 %;0,19 %;84,73 %
3812;;94 %; Spain;Valencia;52;0; ;0,05 %;88,12 %;0,00 %;84,73 %
3531;;100 %; Australia;Bunbury;52;32; ;0,05 %;88,17 %;0,12 %;84,85 %
3096;;100 %; United Kingdom;Wirral;52;1; ;0,05 %;88,23 %;0,00 %;84,86 %
3646;;94 %; Netherlands;Urk;52;1; ;0,05 %;88,28 %;0,00 %;84,86 %
2642;;90 %; United Kingdom;Southampton;52;1; ;0,05 %;88,34 %;0,00 %;84,87 %
2030;;100 %; Germany;Rostock;51;14; ;0,05 %;88,39 %;0,05 %;84,92 %
2836;;100 %; France;Brest;51;5; ;0,05 %;88,44 %;0,02 %;84,94 %
3151;;100 %; Norway;Trondheim;51;21; ;0,05 %;88,50 %;0,08 %;85,02 %
2973;;100 %; United States of America;Savannah GA;50;1; ;0,05 %;88,55 %;0,00 %;85,02 %
3598;;100 %; Australia;Tasmania;50;1; ;0,05 %;88,60 %;0,00 %;85,02 %
3043;;0 %; Monaco;Monaco;50;32; ;0,05 %;88,65 %;0,12 %;85,15 %
2340;;100 %; Spain;Valencia;50;0; ;0,05 %;88,71 %;0,00 %;85,15 %
3749;;100 %; Sweden;Enskede;50;0; ;0,05 %;88,76 %;0,00 %;85,15 %
3007;;100 %; Netherlands;Maarssen;50;7; ;0,05 %;88,81 %;0,03 %;85,17 %
3654;;100 %; United Kingdom;Portsmouth;50;0; ;0,05 %;88,86 %;0,00 %;85,17 %
3827;;89 %; Taiwan (Province of China);Keelung;50;50; ;0,05 %;88,92 %;0,19 %;85,36 %
2130;;100 %; United Kingdom;Sheerness;50;0; ;0,05 %;88,97 %;0,00 %;85,36 %
3658;;99 %; United States of America;Cape May;49;43; ;0,05 %;89,02 %;0,16 %;85,52 %
2967;;100 %; United Kingdom;Birkenhead;49;0; ;0,05 %;89,07 %;0,00 %;85,52 %
3410;;100 %; Japan;Aomori;49;41; ;0,05 %;89,12 %;0,16 %;85,68 %
2739;;100 %; Australia;Townsville;49;12; ;0,05 %;89,17 %;0,05 %;85,73 %
2584;;99 %; Germany;Rendsburg;49;32; ;0,05 %;89,23 %;0,12 %;85,85 %
3075;;92 %; Slovenia;Colomban;49;3; ;0,05 %;89,28 %;0,01 %;85,86 %
2304;;100 %; Sweden;Ingarostrand;49;1; ;0,05 %;89,33 %;0,00 %;85,86 %
2867;;100 %; Finland;Vantaa;49;4; ;0,05 %;89,38 %;0,02 %;85,88 %
2627;;100 %; United States of America;Groton CT;48;24; ;0,05 %;89,43 %;0,09 %;85,97 %
2191;;100 %; United Kingdom;Aberdeen;48;35; ;0,05 %;89,48 %;0,13 %;86,10 %
2654;;100 %; Guernsey;St Martin;48;33; ;0,05 %;89,53 %;0,13 %;86,23 %
2625;;99 %; Netherlands;Sint Anne;48;4; ;0,05 %;89,58 %;0,02 %;86,24 %
2938;;100 %; Russian Federation;Sakhalin;48;48; ;0,05 %;89,63 %;0,18 %;86,42 %
3543;;97 %; Canada;Halifax;47;8; ;0,05 %;89,68 %;0,03 %;86,45 %
3456;;39 %; Japan;Hakodate;47;39; ;0,05 %;89,73 %;0,15 %;86,60 %
3221;;100 %; United States of America;Mill Valley, CA;47;4; ;0,05 %;89,78 %;0,02 %;86,62 %
2471;;100 %; France;UBS-Vannes;47;0; ;0,05 %;89,83 %;0,00 %;86,62 %
3419;;100 %; United States of America;Cambridge, MA;46;11; ;0,05 %;89,88 %;0,04 %;86,66 %
2661;;97 %; Netherlands;Amersfoort;46;14; ;0,05 %;89,93 %;0,05 %;86,71 %
3278;;100 %; United States of America;Maryland;46;0; ;0,05 %;89,97 %;0,00 %;86,71 %
2801;;100 %; France;Boulogne-sur-Mer;46;42; ;0,05 %;90,02 %;0,16 %;86,87 %
2993;;100 %; Thailand;Samut Prakan;46;38; ;0,05 %;90,07 %;0,14 %;87,01 %
2107;;100 %; Brazil;Santos;46;46; ;0,05 %;90,12 %;0,17 %;87,19 %
2428;;100 %; France;Le Havre;45;0;;0,05 %;90,17 %;0,00 %;87,19 %
3166;;100 %; Netherlands;Zaandam;45;0; ;0,05 %;90,21 %;0,00 %;87,19 %
2023;;100 %; United States of America;Baltimore, Maryland;45;5; ;0,05 %;90,26 %;0,02 %;87,21 %
2079;;100 %; Canada;Halifax;45;6; ;0,05 %;90,31 %;0,02 %;87,23 %
2398;;100 %; Germany;Berlin;45;0; ;0,05 %;90,35 %;0,00 %;87,23 %
2428;;100 %; France;Le Havre;45;0; ;0,05 %;90,40 %;0,00 %;87,23 %
2750;;100 %; United States of America;Stevensville, MD;44;7; ;0,05 %;90,45 %;0,03 %;87,26 %
2952;;100 %; Germany;Hamburg;44;0; ;0,05 %;90,49 %;0,00 %;87,26 %
3202;;100 %; Hong Kong;Tsuen Wan;44;1; ;0,05 %;90,54 %;0,00 %;87,26 %
2805;;100 %; Germany;Norderney;44;37; ;0,05 %;90,59 %;0,14 %;87,40 %
2885;;100 %; United Kingdom;Hartlepool;43;43; ;0,05 %;90,63 %;0,16 %;87,56 %
2861;;98 %; Germany;Karlsruhe;43;38;Fraunhofer IOSB;0,05 %;90,68 %;0,14 %;87,71 %
2713;;72 %; United Kingdom;Scotland, Greenock;43;21; ;0,05 %;90,72 %;0,08 %;87,79 %
2925;;99 %; Australia;Elizabeth;43;7; ;0,05 %;90,77 %;0,03 %;87,81 %
2285;;34 %; Canada;Vancouver;43;0; ;0,05 %;90,81 %;0,00 %;87,81 %
2447;;100 %; United Kingdom;Rochester;43;1; ;0,05 %;90,86 %;0,00 %;87,82 %
2522;;100 %; France;Port de Bouc;43;43; ;0,05 %;90,90 %;0,16 %;87,98 %
2453;;100 %; Norway;Kristiansand;43;11; ;0,05 %;90,95 %;0,04 %;88,02 %
2060;;100 %; United Kingdom;Solent;42;1;ShipFinder;0,04 %;90,99 %;0,00 %;88,03 %
2198;;100 %; Norway;Kristiansund;42;0; ;0,04 %;91,04 %;0,00 %;88,03 %
3822;;100 %; Canada;Calgary;42;15; ;0,04 %;91,08 %;0,06 %;88,08 %
2669;;100 %; Cyprus;Limaasol;42;1; ;0,04 %;91,12 %;0,00 %;88,09 %
3549;;86 %; Norway;Mehamn;42;41; ;0,04 %;91,17 %;0,16 %;88,24 %
2333;;100 %; United Kingdom;Worldwide;41;23; ;0,04 %;91,21 %;0,09 %;88,33 %
2819;;100 %; Unknown;Roaming station;41;4; ;0,04 %;91,25 %;0,02 %;88,35 %
2205;;100 %; Portugal;Silves;41;15; ;0,04 %;91,30 %;0,06 %;88,40 %
2351;;100 %; Netherlands;Goes;41;1; ;0,04 %;91,34 %;0,00 %;88,41 %
3241;;100 %; Morocco;Casablanca;41;41; ;0,04 %;91,38 %;0,16 %;88,56 %
2800;;100 %; United States of America;San Francisco;41;0; ;0,04 %;91,43 %;0,00 %;88,56 %
3616;;100 %; Netherlands;Vlissingen;41;0; ;0,04 %;91,47 %;0,00 %;88,56 %
3841;;100 %; France;Brest;41;0; ;0,04 %;91,51 %;0,00 %;88,56 %
3179;;100 %; Denmark;Aarhus;41;9; ;0,04 %;91,55 %;0,03 %;88,60 %
2143;;95 %; Netherlands;Sliedrecht;40;19; ;0,04 %;91,60 %;0,07 %;88,67 %
2046;;100 %; Portugal;Faial Island;40;14; ;0,04 %;91,64 %;0,05 %;88,72 %
3727;;100 %; United States of America;Boston, MA;39;4; ;0,04 %;91,68 %;0,02 %;88,74 %
2818;;100 %; United States of America;Hawaii, Kailua;39;28; ;0,04 %;91,72 %;0,11 %;88,84 %
2504;;100 %; Malaysia;Kota Kinabalu;39;39; ;0,04 %;91,76 %;0,15 %;88,99 %
3083;;97 %; Canada;New Westminster;39;0; ;0,04 %;91,80 %;0,00 %;88,99 %
2509;;100 %; Portugal;Matosinhos;39;2;CEiiA - Centre of Engineering and Product Development;0,04 %;91,84 %;0,01 %;89,00 %
3998;;71 %; Faroe Islands;Tórshavn;38;38; ;0,04 %;91,88 %;0,14 %;89,14 %
3054;;100 %; Finland;Turku;38;0; ;0,04 %;91,92 %;0,00 %;89,14 %
2300;;99 %; Belgium;Antwerp Harbour 1;38;2;www.vemasys.com;0,04 %;91,96 %;0,01 %;89,15 %
3217;;100 %; United States of America;Seattle, WA;38;8; ;0,04 %;92,00 %;0,03 %;89,18 %
3200;;100 %; Norway;Bergen / Nygårdshøyden;38;6; ;0,04 %;92,04 %;0,02 %;89,20 %
2778;;100 %; Norway;Tromsø;38;0; ;0,04 %;92,08 %;0,00 %;89,20 %
2415;;100 %; France;Brest;38;0; ;0,04 %;92,12 %;0,00 %;89,20 %
2928;;100 %; Norway;Hammerfest;37;14; ;0,04 %;92,16 %;0,05 %;89,26 %
3300;;100 %; Norway;Bodø;37;1; ;0,04 %;92,20 %;0,00 %;89,26 %
2266;;93 %; Sweden;Sodersvik;37;13; ;0,04 %;92,24 %;0,05 %;89,31 %
2864;;100 %; Canada;Victoria;37;9; ;0,04 %;92,28 %;0,03 %;89,34 %
2749;;100 %; France;Carnon;37;37;;0,04 %;92,32 %;0,14 %;89,48 %
3233;;100 %; United Kingdom;Roaming station;36;36; ;0,04 %;92,35 %;0,14 %;89,62 %
2175;;100 %; Germany;Berlin Rummelsburg;36;2; ;0,04 %;92,39 %;0,01 %;89,63 %
2887;;100 %; Sweden;Djurhamn;36;10; ;0,04 %;92,43 %;0,04 %;89,66 %
2761;;100 %; Netherlands;Huissen;36;2; ;0,04 %;92,47 %;0,01 %;89,67 %
2209;;100 %; France;Saint-Malo;36;36; ;0,04 %;92,50 %;0,14 %;89,81 %
2240;;99 %; Spain;Vilanova i la Geltru;36;5; ;0,04 %;92,54 %;0,02 %;89,83 %
3862;;99 %; Australia;Tea Tree Gully;36;0; ;0,04 %;92,58 %;0,00 %;89,83 %
2287;;100 %; Netherlands;Rosmalen;35;10; ;0,04 %;92,62 %;0,04 %;89,87 %
3215;;100 %; Belgium;Antwerp;35;0; ;0,04 %;92,65 %;0,00 %;89,87 %
3710;;99 %; Portugal;Maia;35;6; ;0,04 %;92,69 %;0,02 %;89,89 %
2525;;100 %; Italy;Meta (Naples);35;35; ;0,04 %;92,73 %;0,13 %;90,02 %
2765;;100 %; France;Guipavas;35;1; ;0,04 %;92,76 %;0,00 %;90,03 %
3488;;100 %; Australia;Parramatta;35;0; ;0,04 %;92,80 %;0,00 %;90,03 %
3853;;100 %; Mauritius;Port Louis;35;35; ;0,04 %;92,84 %;0,13 %;90,16 %
3764;;100 %; United States of America;Burlington KY;34;34; ;0,04 %;92,87 %;0,13 %;90,29 %
2847;;100 %; Sweden;Stockholm;34;0; ;0,04 %;92,91 %;0,00 %;90,29 %
3819;;83 %; United States of America;Bahamas;34;6; ;0,04 %;92,94 %;0,02 %;90,31 %
3090;;93 %; South Africa;Umhlanga;34;0; ;0,04 %;92,98 %;0,00 %;90,31 %
2190;;99 %; Finland;Ekenas;34;30; ;0,04 %;93,02 %;0,11 %;90,42 %
3370;;100 %; Norway;Bodo;34;0; ;0,04 %;93,05 %;0,00 %;90,42 %
3582;;100 %; United States of America;Charleston;34;18; ;0,04 %;93,09 %;0,07 %;90,49 %
